,20,21,22,23,24,25,26,27,28,29,30
83,0.85074,0.84988,0.84902,0.84815,0.84728,0.84642,0.84554,0.84467,0.84380,0.84292,0.84204
84,0.84782,0.84696,0.84609,0.84522,0.84436,0.84348,0.84261,0.84174,0.84086,0.83998,0.83910
85,0.84485,0.84399,0.84312,0.84225,0.84138,0.84051,0.83964,0.83876,0.83788,0.83700,0.83612
86,0.84184,0.84097,0.84010,0.83923,0.83836,0.83749,0.83661,0.83574,0.83486,0.83397,0.83309
87,0.83877,0.83790,0.83703,0.83616,0.83529,0.83441,0.83354,0.83266,0.83178,0.83090,0.83001
88,0.83564,0.83477,0.83390,0.83303,0.83216,0.83128,0.83041,0.82953,0.82864,0.82776,0.82688
89,0.83245,0.83158,0.83071,0.82984,0.82896,0.82809,0.82721,0.82633,0.82545,0.82456,0.82368
90,0.82918,0.82831,0.82744,0.82657,0.82570,0.82482,0.82394,0.82306,0.82218,0.82130,0.82041
91,0.82583,0.82496,0.82409,0.82322,0.82235,0.82147,0.82059,0.81971,0.81883,0.81795,0.81706
92,0.82239,0.82152,0.82065,0.81978,0.81891,0.81803,0.81716,0.81628,0.81540,0.81451,0.81363
93,0.81885,0.81798,0.81711,0.81624,0.81536,0.81449,0.81361,0.81274,0.81186,0.81098,0.81009
94,0.81518,0.81431,0.81345,0.81257,0.81170,0.81083,0.80996,0.80908,0.80820,0.80732,0.80644
95,0.81138,0.81051,0.80965,0.80878,0.80791,0.80703,0.80616,0.80529,0.80441,0.80354,0.80266
96,0.80742,0.80655,0.80569,0.80482,0.80395,0.80308,0.80221,0.80134,0.80047,0.79960,0.79872
97,0.80327,0.80241,0.80154,0.80068,0.79981,0.79894,0.79808,0.79721,0.79634,0.79547,0.79460
98,0.79890,0.79804,0.79717,0.79631,0.79545,0.79458,0.79372,0.79285,0.79199,0.79112,0.79025
99,0.79425,0.79339,0.79253,0.79167,0.79081,0.78995,0.78908,0.78822,0.78736,0.78649,0.78563
100,0.78924,0.78838,0.78753,0.78667,0.78581,0.78495,0.78409,0.78323,0.78237,0.78151,0.78065
